Data;ALPA4;AMAR3;ARZZ3;BBAS3;BBDC3;BBDC4;BOVA11;CAML3;CMIG4;COGN3;CPFE3;CPLE6;CSMG3;CSNA3;CYRE3;DTEX3;EGIE3;ENBR3;ENEV3;ENGI11;EQTL3;EQTL3;FESA4;FLRY3;GGBR4;GOAU3;GOLL4;GRND3;GUAR3;ITSA4;ITUB3;ITUB4;JHSF3;LREN3;MDIA3;MRVE3;MULT3;ODPV3;OFSA3;PARD3;QUAL3;RADL3;RENT3;SANB11;SAPR4;SBSP3;SEER3;SMTO3;TEND3;TRIS3;TRPL4;USIM3;VIVT4;VULC3;WEGE3;YDUQ3
2010-01-04;2,8176;9,6706;FALSO;17,1499;8,8807;11,4729;69,3700;FALSO;8,6764;FALSO;10,9484;24,1921;25,5869;16,0826;18,5818;8,9081;8,2953;5,3192;338,7000;7,7187;0,7590;0,7590;6,9642;5,4194;25,5586;25,9237;25,2505;0,8260;8,7969;4,1767;10,0327;13,3046;3,1003;6,6220;10,7552;8,0593;7,2464;3,8386;FALSO;FALSO;FALSO;8,5406;3,9322;16,5147;FALSO;6,8113;FALSO;4,3350;FALSO;1,7299;0,9874;24,8876;18,7359;24,4624;3,7960;FALSO
2010-01-05;2,8274;10,0474;FALSO;16,9778;8,7642;11,4215;69,9000;FALSO;8,8091;FALSO;10,8165;24,2238;25,5869;16,2313;18,4052;9,3077;8,3606;5,3602;333,9880;7,8300;0,7650;0,7650;6,8471;5,3894;25,9903;26,0160;25,0392;0,8388;9,1432;4,1632;10,0488;13,3909;3,0093;6,3835;10,7923;7,9538;7,2141;3,7645;FALSO;FALSO;FALSO;8,3331;3,9847;16,6746;FALSO;6,8213;FALSO;4,5707;FALSO;1,7299;0,9879;25,0438;18,6058;24,7560;3,7877;FALSO
2010-01-06;2,8200;10,0390;FALSO;17,0008;8,7125;11,3301;70,3000;FALSO;8,6432;FALSO;10,8885;24,3313;25,5869;16,2514;18,4282;9,5654;8,2761;5,4390;337,9640;7,7558;0,7569;0,7569;6,9950;5,5841;26,1630;25,6132;25,3273;0,8448;9,1295;4,1125;10,0488;13,2749;3,0837;6,2601;10,9114;8,0886;7,3109;3,8535;FALSO;FALSO;FALSO;8,4173;4,2952;16,5912;FALSO;6,8193;FALSO;4,5707;FALSO;1,6863;0,9832;25,1706;18,7750;24,4624;3,8084;FALSO
2010-01-07;2,8495;10,2818;FALSO;17,0065;8,6924;11,2996;70,0000;FALSO;8,5602;FALSO;10,7535;24,0973;24,0362;16,0797;18,0750;9,5181;8,3299;5,4784;350,4810;7,8522;0,7483;0,7483;7,2662;5,6020;25,5759;25,3446;25,5961;0,8328;8,8417;4,0889;9,9519;13,1389;3,1168;6,2025;10,8665;7,7956;7,2786;3,9098;FALSO;FALSO;FALSO;8,3602;4,1137;16,4730;FALSO;6,7110;FALSO;4,4913;FALSO;1,7244;0,9784;25,0535;18,6796;25,1474;3,8726;FALSO
2010-01-08;2,8789;10,7842;FALSO;17,1040;8,7039;11,2874;69,4800;FALSO;8,5519;FALSO;10,8885;24,1921;23,0360;16,4431;18,0443;9,5391;8,2607;5,5494;354,3100;7,7187;0,7595;0,7595;7,5189;5,7158;25,5068;25,5880;26,8346;0,8328;8,7570;4,0585;9,8388;12,9399;3,1251;6,2354;10,7870;7,5669;6,9561;3,9305;FALSO;FALSO;FALSO;8,5075;4,1520;16,3061;FALSO;6,8234;FALSO;4,6309;FALSO;1,7353;0,9585;25,3755;18,4974;25,1474;4,0135;FALSO
2010-01-11;2,8801;10,9600;FALSO;17,2360;8,6753;11,2966;69,9900;FALSO;8,5464;FALSO;11,1435;24,5716;22,7181;16,7664;18,2209;9,4655;8,1184;5,6486;352,2480;7,6444;0,7578;0,7578;7,6421;5,7637;25,5241;25,7223;26,9114;0,8422;8,7558;4,0450;9,6934;12,8271;3,2325;6,3506;10,9644;7,6666;6,8185;3,8535;FALSO;FALSO;FALSO;8,7361;4,1742;16,4799;FALSO;6,8735;FALSO;4,8016;FALSO;1,7951;0,9660;25,3951;18,4627;24,9517;3,9679;FALSO
2010-01-12;2,8801;11,0353;FALSO;17,0926;8,7183;11,3301;69,7000;FALSO;8,5879;FALSO;11,2184;25,0586;22,4854;16,4545;18,5204;9,8809;8,1108;5,8331;358,2860;7,7187;0,7531;0,7531;7,6051;5,8685;25,3427;25,2188;26,4026;0,7920;8,7197;4,0450;9,7903;12,7077;3,2573;6,4987;10,9909;7,7956;6,8056;3,7343;FALSO;FALSO;FALSO;8,7782;4,2952;16,5078;FALSO;6,7411;FALSO;4,7728;FALSO;1,7924;1,0463;24,6339;18,4627;24,9517;4,0590;FALSO
2010-01-13;2,9154;11,1860;FALSO;17,3105;8,7757;11,3910;70,0000;FALSO;8,6044;FALSO;11,1584;24,5906;22,0978;16,7378;18,2363;9,4602;8,0339;5,7401;357,8440;7,5702;0,7432;0,7432;7,4696;5,8835;25,4636;25,4286;26,6810;0,8005;8,6997;4,0315;9,7871;12,7476;3,2491;6,5727;11,0995;7,6842;6,7303;3,7230;FALSO;FALSO;FALSO;8,9917;4,3194;16,6190;FALSO;6,8173;FALSO;4,6645;FALSO;1,8223;1,0490;24,8779;18,3066;24,9517;3,9348;FALSO
2010-01-14;2,9156;11,3452;FALSO;17,0639;8,6609;11,1473;69,5000;FALSO;8,4081;FALSO;11,1074;24,1985;21,7101;16,8808;18,0674;9,0501;7,9954;5,7858;349,1550;7,6815;0,7227;0,7227;7,4881;5,9883;25,4377;25,4286;25,7401;0,7818;8,7072;3,9741;9,6126;12,5718;3,1416;6,4263;11,2796;7,7604;6,8164;3,7556;FALSO;FALSO;FALSO;8,9917;4,3295;16,1670;FALSO;6,7230;FALSO;4,5250;FALSO;1,8359;1,0440;24,7608;18,3760;24,9517;3,9120;FALSO
2010-01-15;2,9279;11,1358;FALSO;16,7771;8,4659;10,9889;68,5000;FALSO;8,2698;FALSO;10,9575;23,8443;20,7409;16,5260;17,8447;8,9922;7,8609;5,8173;351,9530;7,7409;0,7171;0,7171;7,4942;5,9014;24,9110;25,4286;25,1545;0,8064;8,5951;3,8762;9,6611;12,3595;3,1168;6,1992;11,0439;7,6197;6,8378;3,7290;FALSO;FALSO;FALSO;8,9586;4,2932;15,9237;FALSO;6,7210;FALSO;4,4384;FALSO;1,8631;1,0459;24,7608;18,3629;24,4624;3,8954;FALSO
2010-01-18;2,9646;11,4121;FALSO;16,7828;8,5462;11,0864;68,9000;FALSO;8,1039;FALSO;10,7985;23,6672;20,5393;16,5947;17,6450;8,8029;7,8801;5,8079;349,7440;7,7187;0,7210;0,7210;7,5558;5,9434;24,7815;26,0160;25,4521;0,8167;8,8318;3,9133;9,6611;12,4690;3,1664;6,2601;11,1233;7,6783;6,8809;3,6460;FALSO;FALSO;FALSO;8,8082;4,4263;15,9932;FALSO;6,5485;FALSO;4,6309;FALSO;1,9311;1,0331;24,8096;18,2112;24,4624;3,8768;FALSO
2010-01-19;2,9769;11,2028;FALSO;17,0639;8,6868;11,1869;68,1200;FALSO;8,2615;FALSO;10,8735;24,0214;20,5471;16,7721;17,6297;8,9344;7,9339;5,7543;343,1180;7,9784;0,7244;0,7244;7,8455;5,9913;24,7038;25,8482;25,7497;0,8346;9,2802;3,9471;9,6288;12,4358;3,2077;6,3341;11,1895;7,8248;6,9023;3,6904;FALSO;FALSO;FALSO;8,7180;4,4364;16,0905;FALSO;6,5405;FALSO;4,6188;FALSO;1,9148;1,0291;24,8828;18,1678;24,4624;3,9762;FALSO
2010-01-20;2,9646;10,8847;FALSO;16,5534;8,4166;9,9290;67,7000;FALSO;8,1592;FALSO;10,8885;23,5913;21,2449;16,3658;16,8081;8,6767;7,9263;5,7070;338,7000;7,5702;0,7184;0,7184;7,7038;5,9134;23,8317;25,1768;25,1545;0,8260;9,2790;3,8188;9,3703;12,1075;3,1333;6,0890;11,2822;7,7369;6,6228;3,6756;FALSO;FALSO;FALSO;8,6278;4,2650;15,7498;FALSO;6,3599;FALSO;4,5827;FALSO;1,9039;1,0114;23,8387;18,2155;24,4624;4,0549;FALSO
2010-01-21;2,9595;10,4827;FALSO;16,2838;8,2336;9,6793;65,9000;FALSO;8,1730;FALSO;10,7085;23,5280;21,1674;15,6448;16,2322;8,7030;7,9263;5,6755;328,5390;7,8671;0,7056;0,7056;7,3956;5,8745;22,7955;24,6649;23,5511;0,7971;9,1432;3,7715;9,1441;11,8853;2,9762;5,9557;11,1207;7,3501;6,4508;3,6637;FALSO;FALSO;FALSO;8,4173;4,1036;15,2283;FALSO;6,2254;FALSO;4,5659;FALSO;1,9039;1,0038;22,7360;18,1721;22,5054;3,8664;FALSO
2010-01-22;2,9766;10,8010;FALSO;16,3699;8,3283;9,6793;65,5900;FALSO;8,1288;FALSO;10,8885;23,5913;20,7409;15,3358;16,3935;8,9134;7,9878;5,6833;329,1280;7,7558;0,7099;0,7099;7,4572;5,8386;22,4933;24,0019;22,8406;0,7962;9,2179;3,8188;9,3153;12,0213;3,0672;5,8735;12,0900;7,3911;6,4508;3,6460;FALSO;FALSO;FALSO;8,4805;4,0936;15,0892;FALSO;6,0991;FALSO;4,4264;FALSO;1,9039;1,0074;23,1995;18,4237;22,5054;3,7277;FALSO
2010-01-26;2,9720;10,4409;FALSO;15,9282;8,3283;9,7280;64,9800;FALSO;8,4911;FALSO;10,8285;24,0530;20,1594;15,4073;16,6622;8,7819;7,9186;5,7149;341,6450;8,0007;0,7141;0,7141;7,2723;5,8056;22,6919;24,3711;23,2727;0,7800;9,2130;3,8154;9,2895;12,0511;2,9597;5,8241;11,7060;7,3149;6,4615;3,5867;FALSO;FALSO;FALSO;8,2489;4,1339;15,5760;FALSO;6,1231;FALSO;4,3542;FALSO;1,8441;1,0091;23,3605;18,1071;22,5054;3,6386;FALSO
2010-01-27;2,9764;10,2567;FALSO;15,8020;8,1705;9,5118;64,9000;FALSO;8,5187;FALSO;10,8945;24,0214;20,3145;15,1012;16,9002;8,5926;7,8609;5,6282;343,1180;8,0155;0,7270;0,7270;7,2046;5,8026;22,0443;23,7501;22,9270;0,7409;9,2678;3,7344;9,2572;11,8787;2,9018;5,8159;11,7060;7,2738;6,4723;3,4978;FALSO;FALSO;FALSO;8,0594;3,9887;15,2978;FALSO;6,0730;FALSO;4,3301;FALSO;1,8359;1,0047;23,8192;18,0854;22,5054;3,7070;FALSO
2010-01-28;2,9769;10,3823;FALSO;15,8307;8,2305;9,6732;65,2000;FALSO;8,5685;FALSO;10,8495;24,1352;19,9268;15,5332;17,0077;8,5190;7,8417;5,6108;339,5830;7,9562;0,7137;0,7137;7,0751;5,8386;22,1047;24,0438;22,9846;0,7307;9,2179;3,8221;9,3380;12,2335;2,8853;5,8241;12,3151;7,0277;6,4530;3,4503;FALSO;FALSO;FALSO;7,9692;3,8919;15,5760;FALSO;6,2094;FALSO;4,3085;FALSO;1,8359;0,9871;24,0143;17,8685;22,5054;3,7608;FALSO
2010-01-29;2,9793;10,4660;FALSO;16,1175;8,1074;9,5422;64,9000;FALSO;8,6708;FALSO;10,8824;24,3756;19,7717;15,7364;16,6161;8,5137;7,7763;5,5730;339,4360;8,0897;0,7270;0,7270;7,1676;5,8356;21,8802;23,6326;22,1782;0,7460;9,2179;3,7918;9,4026;11,9815;2,8522;5,9195;12,8316;7,1215;6,4508;3,4379;FALSO;FALSO;FALSO;8,1196;3,9806;15,6594;FALSO;6,2897;FALSO;4,3301;FALSO;1,8767;0,9923;24,2192;18,0333;24,5603;3,7380;FALSO
2010-02-01;2,9766;10,9098;FALSO;17,2073;8,2021;9,7037;66,0500;FALSO;8,5879;FALSO;11,0384;24,5084;19,9656;16,0940;17,4301;8,6767;7,7840;5,6124;344,2960;8,0897;0,7312;0,7312;7,2539;5,7457;22,4501;24,0019;21,9957;0,7579;9,2802;3,8458;9,5082;12,2070;2,8936;5,9886;13,1758;7,2680;6,4508;3,4207;FALSO;FALSO;FALSO;8,4774;4,1319;15,3187;FALSO;6,4662;FALSO;4,2892;FALSO;1,9039;0,9957;24,5217;18,0290;24,5603;3,7525;FALSO
2010-02-02;2,9989;11,3033;FALSO;17,5514;8,3034;9,8624;66,7000;FALSO;8,4634;FALSO;10,9185;24,2870;19,9656;16,3429;17,7372;9,0448;7,6495;5,4926;351,3640;8,0749;0,7398;0,7398;7,4018;5,6589;22,9682;24,5474;23,6663;0,7562;9,1930;3,9032;9,6052;12,3695;2,9432;6,0380;13,1070;7,5611;6,4293;3,4207;FALSO;FALSO;FALSO;8,5616;4,1016;15,2978;FALSO;6,4060;FALSO;4,3301;FALSO;1,9039;0,9978;24,5168;17,8729;24,5603;3,7070;FALSO
2010-02-03;2,9891;11,0940;FALSO;17,1213;8,3318;9,8014;66,5900;FALSO;8,3500;FALSO;11,0325;23,9961;20,2679;16,3057;17,6604;9,0080;7,6649;5,5131;360,7890;8,0155;0,7398;0,7398;7,1922;5,6559;22,9078;24,2620;23,2343;0,7681;8,4755;3,8998;9,5017;12,3164;2,9018;6,3785;13,1891;7,4732;6,7303;3,4082;FALSO;FALSO;FALSO;8,8143;4,0371;15,5968;FALSO;6,4201;FALSO;4,2508;FALSO;1,9529;0,9934;24,3461;17,9553;24,5603;3,7608;FALSO
2010-02-04;2,9401;11,2615;FALSO;16,8058;8,0824;9,5118;63,4000;FALSO;8,0568;FALSO;10,8585;23,5850;19,8648;15,6248;16,6161;8,4558;7,5149;5,4752;357,8440;7,9042;0,7308;0,7308;6,7731;5,3685;21,8371;23,4899;22,1302;0,7622;8,5951;3,7310;9,4273;11,8422;2,7530;6,0956;12,8316;7,0277;6,4659;3,3199;FALSO;FALSO;FALSO;8,4805;3,8113;14,6303;FALSO;6,1633;FALSO;4,0896;FALSO;1,8332;0,9760;23,9021;17,8469;24,5603;3,7277;FALSO
2010-02-05;2,9156;10,8847;FALSO;16,0028;7,8644;9,1612;62,0000;FALSO;8,2311;FALSO;10,7235;23,5533;19,5003;15,5361;16,2015;8,2823;7,5918;5,3286;362,2620;8,0155;0,7248;0,7248;6,3849;5,2966;21,3017;22,6591;21,8421;0,7238;8,2837;3,6432;9,2009;11,5404;2,6456;6,0923;12,4476;7,0160;6,3433;3,2162;FALSO;FALSO;FALSO;8,2699;3,7850;14,0810;FALSO;6,0991;FALSO;4,0174;FALSO;1,7407;0,9796;23,2288;17,4782;24,5603;3,5620;FALSO
2010-02-08;3,0134;11,1777;FALSO;16,2035;7,7854;9,1460;62,6000;FALSO;8,2698;FALSO;10,9484;23,6925;19,3453;15,5618;16,2169;8,5084;7,6110;5,4737;365,2070;8,0897;0,7338;0,7338;6,6252;5,3535;20,9822;22,7850;22,3702;0,7409;7,8477;3,6297;9,0069;11,5073;2,6373;6,0446;12,7124;7,2680;6,5562;3,2517;FALSO;FALSO;FALSO;8,5105;3,7306;14,3869;FALSO;6,1252;FALSO;4,0174;FALSO;1,7407;0,9940;22,9800;17,4565;24,5603;3,6780;FALSO
2010-02-09;3,0381;12,1657;FALSO;17,0123;7,9939;9,4570;64,0900;FALSO;8,4026;FALSO;10,9724;24,2870;19,0739;15,9653;17,0538;8,7083;7,5688;5,4232;366,6790;8,0897;0,7338;0,7338;6,4280;5,5391;21,3708;23,3725;23,6663;0,7324;7,9287;3,8154;9,3141;12,0213;2,7944;6,0380;12,7124;7,5201;6,7088;3,2191;FALSO;FALSO;FALSO;8,7210;3,8617;14,7763;FALSO;6,2897;FALSO;4,0655;FALSO;1,7815;1,0099;22,9653;17,5649;28,3275;3,8064;FALSO
2010-02-10;3,0871;11,9312;FALSO;17,4367;8,1171;9,5728;64,5500;FALSO;8,3942;FALSO;11,2484;24,6855;18,9188;16,1369;17,4377;8,6767;7,5342;5,5746;365,2070;8,0749;0,7419;0,7419;6,5944;5,6709;21,5867;23,3557;23,8679;0,7255;7,8963;3,8086;9,3788;12,0876;2,8440;6,1614;12,4476;7,5318;6,6013;3,2073;FALSO;FALSO;FALSO;8,7180;3,9927;14,9571;FALSO;6,2495;FALSO;4,1257;FALSO;1,7951;1,0143;22,8580;17,4609;28,3275;3,7794;FALSO
2010-02-11;3,1116;11,9899;FALSO;17,7923;8,2339;9,6399;65,6000;FALSO;8,6155;FALSO;11,1884;25,1409;19,6787;16,5947;17,7602;8,8871;7,7956;5,7054;366,8270;8,2382;0,7449;0,7449;6,7793;5,6200;22,6228;23,3305;24,1464;0,7664;7,8477;3,8491;9,2817;12,2999;2,8936;6,1943;12,2887;7,8307;6,6658;3,3792;FALSO;FALSO;FALSO;8,7210;4,1339;15,2700;FALSO;6,3518;FALSO;4,2099;FALSO;1,8223;1,0078;23,0141;17,6083;27,3881;3,7794;FALSO
2010-02-12;3,1116;12,0568;FALSO;17,4941;8,1739;9,6368;65,6000;FALSO;8,4855;FALSO;11,3714;25,0460;19,0041;16,5375;17,5836;8,7293;7,8417;5,6833;361,5250;8,1640;0,7441;0,7441;6,6560;5,5391;22,5365;23,4983;24,1464;0,7877;7,7867;3,8728;9,4758;12,2965;2,8357;5,9903;12,2621;7,7956;6,4056;3,5321;FALSO;FALSO;FALSO;8,5677;4,1036;15,2353;FALSO;6,2134;FALSO;4,2796;FALSO;1,7679;1,0015;22,4433;17,4652;27,3881;3,6676;FALSO
2010-02-17;3,1165;11,8894;FALSO;17,4252;8,3318;9,9082;66,9400;FALSO;8,4911;FALSO;11,4524;24,9827;19,9733;16,8923;18,1441;9,1605;7,9685;5,6912;360,7890;8,0155;0,7441;0,7441;6,9519;5,6888;22,6746;23,7921;24,3192;0,7800;7,9710;3,9369;9,6925;12,5619;2,7944;6,0890;12,5455;7,8542;6,4078;3,7230;FALSO;FALSO;FALSO;8,6759;4,0855;15,5064;FALSO;6,4301;FALSO;4,3085;FALSO;1,8196;1,0208;23,4484;17,5910;27,3881;3,7277;FALSO
2010-02-18;3,1606;11,8894;FALSO;17,5801;8,3003;9,8472;67,6000;FALSO;8,5160;FALSO;11,5184;24,4641;19,7329;17,0496;18,4282;9,1500;8,0685;5,6944;376,8400;8,2753;0,7505;0,7505;6,9334;5,9583;22,7264;24,0270;24,2424;0,8005;7,9648;3,9673;9,7022;12,6016;2,8274;6,0890;12,5799;7,8600;6,4078;3,7349;FALSO;FALSO;FALSO;8,6458;4,1843;15,4230;FALSO;6,4081;FALSO;4,3470;FALSO;1,7951;1,0227;23,9070;17,5173;27,3881;3,8022;FALSO
2010-02-19;3,2096;11,8894;FALSO;17,6145;8,2466;9,7527;67,4000;FALSO;8,3389;FALSO;11,2964;24,1605;19,8105;16,9295;18,4590;9,3445;8,0224;5,5556;379,1970;8,2382;0,7479;0,7479;6,9334;5,9643;22,4501;23,7921;23,6567;0,7835;7,9710;3,9234;9,6827;12,4027;2,8274;6,0643;12,3469;7,8834;6,4078;3,7343;FALSO;FALSO;FALSO;8,6308;4,1057;15,3257;FALSO;6,4602;FALSO;4,3061;FALSO;1,7815;1,0080;23,8728;17,3568;27,3881;3,7090;FALSO
2010-02-22;3,2096;11,7638;FALSO;17,5514;8,1013;9,6490;67,0000;FALSO;8,2144;FALSO;11,2784;23,7051;19,7717;16,6376;18,2516;9,0238;7,9762;5,6061;393,9230;8,0823;0,7462;0,7462;6,8594;5,9104;22,4156;23,4144;23,4935;0,7852;8,0346;3,8491;9,3756;12,1440;2,7861;6,1712;12,3946;7,7369;6,3755;3,7349;FALSO;FALSO;FALSO;8,6609;4,0331;15,2631;FALSO;6,3719;FALSO;4,2820;FALSO;1,7815;0,9997;24,0192;17,2787;27,3881;3,7587;FALSO
2010-02-23;3,2096;11,5126;FALSO;17,3105;7,9402;9,4508;66,0000;FALSO;8,1260;FALSO;11,2034;23,5280;19,5003;16,4374;17,8447;9,1237;7,9493;5,5178;390,2410;8,1046;0,7441;0,7441;6,8902;5,7787;21,9148;23,9180;23,3015;0,7835;8,0968;3,8019;9,1491;11,9417;2,7613;6,4657;12,2728;7,4673;6,3110;3,6691;FALSO;FALSO;FALSO;8,1767;3,8919;14,8459;FALSO;6,2796;FALSO;4,1858;FALSO;1,7652;0,9942;23,5898;17,3004;27,3881;3,7463;FALSO
2010-02-24;3,1863;11,8810;FALSO;17,4654;7,8928;12,4349;65,6000;FALSO;8,1011;FALSO;11,1284;23,1169;19,2289;16,2657;17,7986;9,1500;7,9378;5,5021;391,5670;8,1046;0,7432;0,7432;6,8101;5,8835;21,6816;23,1626;22,8502;0,7920;8,2090;3,7816;9,1330;11,8090;2,8522;6,4378;12,1827;7,4673;6,3218;3,7230;FALSO;FALSO;FALSO;8,4203;3,9343;14,7137;1,4851;6,1793;FALSO;4,1738;FALSO;1,7679;0,9965;22,9312;17,2657;24,4624;3,4999;FALSO
2010-02-25;3,1214;11,9731;FALSO;17,2073;7,8896;12,4147;66,0000;FALSO;8,2947;FALSO;11,0535;23,4016;19,1514;16,5947;17,4531;9,1131;7,9762;5,5572;385,0870;8,2382;0,7441;0,7441;6,8471;5,7637;22,5537;24,2956;22,4086;0,7877;8,2127;3,7816;9,1491;11,8057;2,7613;6,3769;12,2357;7,6197;6,3454;3,9483;FALSO;FALSO;FALSO;8,3602;3,9020;14,7416;1,5291;6,1954;FALSO;4,1136;FALSO;1,6836;0,9974;24,2631;17,2830;24,4624;3,6034;FALSO
2010-02-26;3,1753;11,9731;FALSO;17,3461;8,0729;12,5355;66,5000;FALSO;8,2172;FALSO;11,1404;23,2751;19,6166;16,9237;17,3149;9,0448;7,9608;5,5572;396,8680;8,1417;0,7513;0,7513;7,2723;5,9853;22,8387;24,7488;23,5703;0,7877;7,9100;3,9032;9,3464;12,1042;2,7696;6,4197;12,5535;7,6783;6,7174;3,9329;FALSO;FALSO;FALSO;8,3602;3,9726;14,8737;1,5896;6,0891;FALSO;4,0655;FALSO;1,6999;1,0132;24,9803;17,0879;25,4018;3,6573;FALSO
2010-03-01;3,2439;12,2997;FALSO;17,4801;8,0824;12,6763;67,2000;FALSO;8,2974;FALSO;11,4284;23,7621;19,1514;17,1956;17,4531;9,2446;7,8609;5,5651;401,2860;8,0897;0,7569;0,7569;7,4264;5,7577;23,4517;24,7572;24,1944;0,8005;7,7842;3,8881;9,3550;12,1241;2,7696;6,6549;12,5535;7,7604;6,6980;3,9720;FALSO;FALSO;FALSO;8,3541;4,0996;14,7763;1,5676;6,1713;FALSO;4,0054;FALSO;1,7326;1,0147;25,6000;17,0315;24,4624;3,6448;FALSO
2010-03-02;3,1802;12,4420;FALSO;17,2645;8,1585;12,8267;67,1400;FALSO;8,2144;FALSO;11,5424;24,0277;19,5391;17,2528;17,3993;9,0658;7,7994;5,5951;397,4570;8,0526;0,7569;0,7569;7,5435;5,6739;23,1841;24,5054;23,7143;0,8150;7,7219;3,9253;9,4327;12,3198;2,7117;6,9100;12,3946;7,7486;6,6443;3,6222;FALSO;FALSO;FALSO;8,6609;4,1440;14,6720;1,5896;6,2194;FALSO;4,0752;FALSO;1,7407;1,0237;25,5414;16,9968;24,4624;3,6241;FALSO
2010-03-03;3,1851;12,0652;FALSO;17,1421;8,1553;12,8066;67,4000;FALSO;8,4219;FALSO;11,3384;23,9708;19,6166;17,3243;17,6220;9,1237;7,8801;5,5572;393,9230;8,0897;0,7560;0,7560;7,4696;5,6888;23,0718;24,8411;23,2343;0,8363;7,7107;3,9490;9,5330;12,3198;2,7282;6,6632;12,3416;7,7252;6,5777;3,6015;FALSO;FALSO;FALSO;8,6458;4,0532;14,8180;FALSO;6,1893;FALSO;4,1281;FALSO;1,7407;1,0248;24,9608;17,0011;25,4409;3,5351;FALSO
2010-03-04;3,2096;12,3080;FALSO;17,1305;8,1743;12,8267;67,3000;FALSO;8,4081;FALSO;11,2334;24,0277;19,5391;17,3386;17,3533;9,1763;7,9147;5,5178;380,6690;8,0897;0,7483;0,7483;7,3833;5,6888;23,0718;24,4551;23,1671;0,8686;7,6596;3,8915;9,5492;12,3032;2,6952;6,7290;12,1960;7,6783;6,3755;3,6163;FALSO;FALSO;FALSO;8,6609;3,9968;15,0753;1,5896;6,1432;FALSO;4,0535;FALSO;1,6999;1,0143;25,5073;16,9664;25,4409;3,5413;FALSO
2010-03-05;3,1851;12,4336;FALSO;17,3636;8,2059;12,8670;68,5000;FALSO;8,5049;FALSO;11,4134;24,1985;19,6942;17,8193;17,3072;9,0185;7,8955;5,4973;384,4980;8,0155;0,7483;0,7483;7,7654;5,7637;23,4431;25,2607;22,7542;0,8175;7,6596;3,9490;9,6139;12,3695;2,7200;6,7783;12,1827;7,5963;6,2487;3,5570;FALSO;FALSO;FALSO;8,5707;3,9423;15,2283;1,5951;6,3097;FALSO;3,9693;FALSO;1,7135;1,0216;26,3465;16,9621;25,4409;3,6862;FALSO
2010-03-08;3,1606;12,7183;FALSO;17,1188;8,1426;12,7461;67,8400;FALSO;8,3998;FALSO;11,2784;23,8127;19,5391;18,2828;16,8618;8,8871;7,7725;5,5021;387,0010;8,0155;0,7398;0,7398;7,7654;5,7487;23,6158;25,1768;22,4470;0,8337;7,6609;3,9422;9,5492;12,3629;2,6786;6,9429;11,9709;7,3853;6,3132;3,4681;FALSO;FALSO;FALSO;8,6458;3,9706;15,4160;1,6061;6,2495;FALSO;3,9212;FALSO;1,6863;1,0091;26,6831;16,8710;25,4409;3,7380;FALSO
2010-03-09;3,1165;12,8188;FALSO;17,4218;8,2028;12,8347;69,2000;FALSO;8,4358;FALSO;11,8755;24,1605;19,7640;19,0009;16,8158;8,9659;7,8686;5,5178;391,7140;8,1640;0,7398;0,7398;7,9441;5,7038;23,8317;25,1264;22,9462;0,8005;7,7929;4,0438;9,6139;12,5154;2,7117;6,9346;12,1827;7,5611;6,3347;3,3792;FALSO;FALSO;FALSO;8,6609;4,0694;15,1657;1,6116;6,2977;FALSO;3,9452;FALSO;1,6836;1,0408;27,7614;17,0315;25,4409;3,7587;FALSO
2010-03-10;3,1361;12,9025;FALSO;17,5966;8,2217;12,8790;69,7000;FALSO;8,4468;FALSO;11,7130;24,0973;19,6942;19,3300;17,2611;9,1237;7,9378;5,5572;397,6040;8,1640;0,7334;0,7334;7,9749;5,6739;24,0303;25,3446;23,2343;0,8090;7,8103;4,0438;9,6463;12,5685;2,7530;6,9100;12,3125;8,0007;6,3003;3,5215;FALSO;FALSO;FALSO;8,7060;4,0633;15,4021;1,5841;6,3398;FALSO;3,9741;FALSO;1,6863;1,0268;27,7906;17,5389;24,4624;3,8084;FALSO
2010-03-11;3,1410;12,6430;FALSO;17,5733;8,1996;12,9475;69,5000;FALSO;8,3804;FALSO;11,6935;24,2111;19,6554;19,5102;17,4377;8,9659;7,9724;5,4610;397,4570;8,0452;0,7334;0,7334;7,9996;5,6888;23,8317;25,2020;23,4071;0,8209;8,0968;4,0370;9,6463;12,6016;2,7530;6,9264;12,1827;8,0241;6,4078;3,4978;FALSO;FALSO;FALSO;8,7210;3,9968;15,1866;1,5786;6,2796;FALSO;4,0150;FALSO;1,6863;1,0141;27,9516;17,4869;24,4624;3,8001;FALSO
2010-03-12;3,0871;12,7015;FALSO;17,4218;8,1870;12,8146;68,9000;FALSO;8,3804;FALSO;11,6480;24,0340;19,2134;19,4988;17,3686;8,8871;7,8878;5,4548;382,8780;7,9190;0,7206;0,7206;7,9256;5,6888;23,6590;25,1768;23,0902;0,8116;8,0034;3,9524;9,5783;12,3993;2,7117;6,6961;12,1827;7,8542;6,4917;3,4497;FALSO;FALSO;FALSO;8,6308;3,9625;15,0197;1,5401;6,1893;FALSO;4,0727;FALSO;1,6863;0,9923;27,5662;17,2180;24,4624;3,8209;FALSO
