Data;ALPA4;AMAR3;ARZZ3;BBAS3;BBDC3;BBDC4;BOVA11;CAML3;CMIG4;COGN3;CPFE3;CPLE6;CSMG3;CSNA3;CYRE3;DTEX3;EGIE3;ENBR3;ENEV3;ENGI11;EQTL3;EQTL3;FESA4;FLRY3;GGBR4;GOAU3;GOLL4;GRND3;GUAR3;ITSA4;ITUB3;ITUB4;JHSF3;LREN3;MDIA3;MRVE3;MULT3;ODPV3;OFSA3;PARD3;QUAL3;RADL3;RENT3;SANB11;SAPR4;SBSP3;SEER3;SMTO3;TEND3;TRIS3;TRPL4;USIM3;VIVT4;VULC3;WEGE3;YDUQ3
2014-06-09;8,1389;15,3781;23,8280;18,4701;14,1885;12,5401;52,8900;FALSO;11,8332;11,7906;17,8286;24,7008;32,3784;7,2828;11,6326;7,8730;16,5658;7,8791;67,3058;10,7536;2,8645;2,8645;7,8199;5,8945;12,6583;12,7970;13,0600;2,6800;13,0882;4,7124;12,5173;14,3448;3,3833;11,5248;27,5023;5,4121;12,3409;8,2605;FALSO;FALSO;16,3026;17,7418;8,7980;12,6227;3,5713;20,0335;20,0884;10,9021;FALSO;1,4075;1,4138;7,3257;30,3810;2,2000;9,1098;FALSO
2014-06-10;8,1800;15,6224;24,0712;19,0218;14,3599;12,7918;53,2200;FALSO;12,0772;12,0776;18,0846;24,8465;33,3061;7,2828;11,6843;7,7661;16,7593;7,9391;69,5873;10,7536;2,9046;2,9046;7,7816;5,8769;12,7221;12,7970;12,9600;2,6557;13,1543;4,7438;12,6692;14,3066;3,4406;11,4903;28,4650;5,5110;12,6426;8,2605;FALSO;FALSO;16,8507;18,0521;8,8098;12,8109;3,5589;20,3260;20,7872;10,9963;FALSO;1,3663;1,4123;7,1782;30,8144;2,2000;9,3850;FALSO
2014-06-11;8,2347;15,4686;24,2389;19,2130;14,6023;12,9308;53,7400;FALSO;12,2516;11,8987;18,1464;24,6644;33,4315;7,3829;11,7618;7,6675;17,1704;8,1192;69,0169;10,7536;2,9666;2,9666;7,8710;5,8734;12,5763;12,6685;13,0800;2,6482;13,1131;4,8433;12,9112;14,6031;3,5362;11,4706;28,5507;5,5110;12,8987;8,2100;FALSO;FALSO;16,8160;17,5068;8,9382;12,3091;3,6328;20,4235;21,5296;10,9880;FALSO;1,3388;1,4082;7,2175;30,2826;2,2000;9,2736;FALSO
2014-06-13;8,0705;15,3510;23,7357;19,6308;14,4936;12,9007;53,4400;FALSO;12,1888;11,9911;17,9522;24,3729;33,0889;7,2442;11,7704;7,5689;16,4691;7,9992;68,4465;10,7536;2,9994;2,9994;7,7368;5,8769;12,3576;12,3747;12,5700;2,6594;13,0795;4,8328;12,8374;14,5226;3,6031;11,3866;28,1021;5,4404;13,0078;8,0079;FALSO;FALSO;16,7883;17,8735;8,7243;12,4346;3,6205;20,6451;21,8789;11,0766;FALSO;1,3629;1,3984;7,0602;30,1381;2,2400;9,2965;FALSO
2014-06-16;8,1936;15,2876;23,9370;19,7947;14,4142;12,8894;53,2500;FALSO;12,3143;11,9636;17,8375;24,5551;32,3952;7,1826;11,7360;7,4045;16,3482;8,0291;67,8762;10,7536;2,9751;2,9751;7,7943;5,9121;12,2847;12,2279;12,1800;2,6032;13,0795;4,8119;12,7430;14,4252;3,7369;11,6465;28,5649;5,3414;12,9317;8,1679;FALSO;FALSO;17,2114;18,2402;8,8265;12,3797;3,6267;20,7604;22,6650;10,9935;FALSO;1,3388;1,3880;6,9520;29,9739;2,2400;9,1000;FALSO
2014-06-17;8,0979;15,2787;23,7776;19,4670;14,2553;12,7166;52,8300;FALSO;12,3282;12,0619;17,8286;24,4458;33,3145;7,1055;11,6326;7,4210;16,4304;8,0367;70,1577;10,7536;2,9957;2,9957;7,8455;5,9332;12,4214;12,2187;12,1700;2,6013;13,2041;4,7438;12,7061;14,2346;3,7560;11,8818;28,2679;5,2778;13,0027;8,0500;FALSO;FALSO;17,2600;18,2214;8,8479;12,3797;3,6328;21,1149;23,2327;10,9077;FALSO;1,3560;1,3757;7,0307;29,9411;2,2400;9,1687;FALSO
2014-06-18;8,1047;15,0977;23,8867;19,2659;14,7152;12,9383;53,7700;FALSO;12,9697;11,9891;18,3847;25,3930;34,5181;7,3136;11,7532;7,4292;16,8560;8,3068;71,8689;10,7536;3,0395;3,0395;7,7943;6,0036;12,6674;12,3288;12,5900;2,6332;13,3909;4,8066;12,8784;14,4295;3,7847;11,9937;28,8363;5,2213;13,1599;8,2521;FALSO;FALSO;17,4473;18,0521;9,0333;12,3170;3,6636;21,5847;22,7087;11,0794;FALSO;1,3388;1,4128;7,1094;30,4335;2,2400;9,2376;FALSO
2014-06-20;8,1389;15,1611;23,6518;19,0797;14,5271;12,9045;53,2000;FALSO;12,6002;11,6588;18,0758;24,5988;33,2309;7,1440;11,8394;7,4128;16,5900;8,2167;73,0097;10,7536;3,0370;3,0370;7,6793;6,0176;12,5399;12,2370;12,3200;2,6051;13,3909;4,7543;12,5748;14,2177;3,7274;11,9904;28,0793;5,2284;13,2080;8,1763;FALSO;FALSO;17,4057;17,7513;8,9858;12,1915;3,6452;21,5050;22,7087;10,8578;FALSO;1,3560;1,3880;7,0110;29,3173;2,2400;9,1098;FALSO
2014-06-23;7,9132;14,8354;23,8287;18,9233;14,2929;12,7993;52,7600;FALSO;12,4189;11,7571;17,6609;23,9576;32,7127;7,3367;11,7618;7,3306;16,3627;8,0291;73,0097;10,7536;3,0139;3,0139;7,7305;6,0071;12,5763;12,2370;12,2600;2,6238;13,3299;4,7281;12,6035;14,1118;3,8134;11,9361;27,7422;5,0941;13,1852;8,2100;FALSO;FALSO;17,6901;17,2717;8,8241;12,1915;3,6513;21,1415;22,0624;10,8495;FALSO;1,3560;1,4144;7,0307;28,7658;2,2400;9,1229;FALSO
2014-06-24;8,1252;14,8354;25,2601;19,2063;14,5312;12,9195;52,9000;FALSO;12,5235;12,0619;17,8286;23,8993;33,6655;7,3984;11,7618;7,4374;16,5803;8,3293;71,8689;10,7536;3,0322;3,0322;7,7943;5,9824;12,7130;12,2829;12,2100;2,6238;13,2664;4,7333;12,6733;14,1372;3,7465;12,0925;27,7366;5,1577;13,2182;8,3194;FALSO;FALSO;17,8982;17,8329;8,9145;12,1758;3,6452;21,3365;21,9226;10,9963;FALSO;1,3491;1,4314;6,9225;29,0481;2,2400;9,1818;FALSO
2014-06-25;7,8448;14,7449;25,1759;18,9606;14,0508;12,4736;51,9600;FALSO;12,3631;12,1012;17,9699;24,0451;34,2753;7,3675;11,8049;7,3470;16,5465;8,1417;71,8689;10,7536;3,0565;3,0565;7,6793;5,9649;12,4396;12,1728;12,1500;2,5470;13,2664;4,5972;12,4517;13,6883;3,7752;12,0101;27,7679;5,1789;13,1726;7,8984;FALSO;FALSO;17,5514;17,5404;8,8217;11,8152;3,5897;21,1858;21,8353;10,9243;FALSO;1,3388;1,4242;6,9324;29,1138;2,2800;9,1995;FALSO
2014-06-26;7,9611;14,7449;24,9654;18,8489;14,0803;12,4470;52,0000;FALSO;12,2934;12,1386;17,8463;24,4822;33,3241;7,3675;11,8049;7,3552;16,5658;8,0967;71,8689;10,7536;3,0443;3,0443;7,6857;5,9824;12,2027;11,9525;12,3100;2,5451;13,0671;4,5762;12,4763;13,6417;3,6987;11,9773;27,8165;5,2425;13,1878;8,0725;FALSO;FALSO;17,9953;17,3800;8,7742;11,8831;3,6020;21,0972;22,5514;10,8439;FALSO;1,3423;1,4242;6,9324;29,5077;2,2400;9,2688;FALSO
2014-06-27;7,8995;14,7449;25,3274;18,7521;13,8987;12,3102;51,7300;FALSO;11,3590;12,2388;17,8022;24,4822;33,0127;7,2134;11,8480;7,2484;16,1934;8,1417;69,0169;10,7536;3,0795;3,0795;7,8391;5,9649;11,8564;11,9249;12,1500;2,5732;13,1418;4,5553;12,4189;13,5994;3,6605;11,7453;28,2964;5,1789;13,1066;7,8278;FALSO;FALSO;17,8982;17,1913;8,6934;11,7647;3,6082;21,1238;22,1584;10,6362;FALSO;1,3560;1,4381;6,7062;29,2845;2,2400;9,2358;FALSO
2014-06-30;7,8653;14,7449;26,5736;18,5063;13,6198;12,1810;51,6900;FALSO;11,2544;12,1818;17,9434;24,6863;34,0901;7,2442;11,9083;7,4128;15,9612;8,1417;70,1577;10,7536;3,0540;3,0540;7,8582;5,9121;11,7926;11,7505;12,0200;2,5882;13,2041;4,5501;12,4230;13,5316;3,6796;11,6482;27,9136;5,2708;12,9114;8,0134;FALSO;FALSO;18,1063;17,2102;8,6625;11,9384;3,5097;20,8756;22,2982;11,0794;FALSO;1,3217;1,4267;6,8045;29,5472;2,2400;9,3315;FALSO
2014-07-01;7,7833;14,6364;26,1947;18,5733;13,6832;12,1696;51,8400;FALSO;11,0870;12,0914;17,4933;23,9795;34,1322;7,1980;11,9514;7,1909;16,0096;7,9466;71,8689;10,7536;3,0249;3,0249;7,7305;5,8065;11,7835;11,6679;12,4000;2,5226;13,1792;4,5605;12,4136;13,5982;3,6509;11,6351;27,6794;5,3697;13,0639;7,8616;FALSO;FALSO;17,8635;17,6348;8,5008;12,0726;3,7157;21,1415;22,4466;11,0656;FALSO;1,3079;1,4175;6,8734;29,4224;2,2000;9,3512;FALSO
2014-07-02;7,6533;14,2021;24,8138;18,2605;13,6521;12,1504;51,6200;FALSO;11,1219;11,8476;17,2991;23,6079;33,2904;7,4446;11,7618;7,1251;16,0289;7,9166;71,8689;10,7536;2,9933;2,9933;7,6282;5,7502;12,1024;11,9157;12,1800;2,5114;13,0172;4,4925;12,3151;13,3778;3,7274;11,4096;27,2966;5,2496;13,0509;8,0556;FALSO;FALSO;17,6901;17,4555;8,6152;12,0884;3,6584;20,9199;21,9138;11,0794;FALSO;1,3388;1,4035;7,1487;29,4487;2,2000;9,2853;FALSO
2014-07-03;7,7286;14,3379;24,5865;18,3574;14,0368;12,3597;52,4800;FALSO;11,5054;12,0619;17,4668;23,7973;32,9453;7,8453;11,8911;7,3142;16,4449;7,8415;69,0169;10,7536;3,0310;3,0310;7,4621;5,7361;12,4669;12,2095;12,1900;2,5189;13,0172;4,5291;12,3233;13,4753;3,7274;11,5989;26,9253;5,2284;13,0431;8,0809;FALSO;FALSO;18,0717;17,9084;8,7134;12,3885;3,5948;21,0706;21,5733;11,0240;FALSO;1,3388;1,4087;7,2864;29,4880;2,1200;9,4007;FALSO
2014-07-04;7,7833;14,1389;24,5865;18,3276;13,9185;12,4206;52,6400;FALSO;11,6170;13,3325;17,7228;24,5915;33,5850;7,7914;11,8480;7,3059;16,4159;8,1567;71,2985;10,7536;3,0334;3,0334;7,5068;5,7361;12,5307;12,2095;12,2900;2,6313;13,0795;4,5082;12,2946;13,4668;3,7752;11,6943;27,1367;5,1789;13,0923;8,0809;FALSO;FALSO;18,6058;17,9273;8,7589;12,0963;3,7220;21,1858;22,1672;11,0794;FALSO;1,3388;1,4345;7,3257;29,5209;2,1200;9,3446;FALSO
2014-07-07;7,7080;14,2293;24,6286;18,5063;13,8762;12,2988;52,3300;FALSO;11,8053;13,2011;17,6786;24,1398;32,7938;8,0920;11,8738;7,2813;16,3578;8,0367;70,7281;10,2648;3,0613;3,0613;7,3471;5,7009;12,6674;12,4023;12,0000;2,6107;13,0671;4,5501;12,3233;13,4796;3,7465;11,6811;27,3795;5,1436;13,0145;8,2580;FALSO;FALSO;18,6752;17,6631;8,7468;12,0411;3,5630;20,9110;21,7480;11,0517;FALSO;1,3045;1,4680;7,4142;29,1072;2,1600;9,1039;FALSO
2014-07-08;7,7080;14,2474;23,9129;18,8116;13,8720;12,1961;52,2100;FALSO;11,8680;13,1543;17,6609;24,1835;33,4588;8,0380;11,8049;7,2238;16,0676;8,0592;69,5873;10,2648;3,0771;3,0771;7,1363;5,7185;12,6036;12,6869;11,6800;2,6238;12,8241;4,5239;12,3438;13,4499;3,7656;11,7798;27,2795;5,1365;13,1001;8,1737;FALSO;FALSO;18,1688;17,9273;8,7804;11,6936;3,6330;20,7869;21,7480;11,0517;FALSO;1,3388;1,4763;7,4142;28,9693;2,1600;8,8598;FALSO
2014-07-10;7,6738;14,2746;24,3675;19,5564;14,4555;12,5576;53,2300;FALSO;12,5863;13,4060;17,8022;24,7737;33,6271;8,1305;12,0289;7,1991;16,0725;8,0817;73,0097;9,7760;3,1038;3,1038;7,2257;5,7185;12,4943;12,4482;12,9600;2,5938;13,0172;4,6810;12,7503;14,0730;3,7752;11,8456;27,2424;5,1931;13,2090;8,3930;FALSO;FALSO;18,5919;17,5970;8,7636;11,8042;3,7157;20,9820;21,9226;11,0240;FALSO;1,3423;1,4912;7,1684;28,5622;2,1600;8,9059;FALSO
2014-07-11;7,7559;14,2836;24,9148;19,4521;14,4387;12,6375;53,3500;FALSO;12,3143;13,5864;17,8199;25,3639;33,6692;8,1921;12,0720;7,3142;16,2563;8,0967;73,0097;11,2424;3,1160;3,1160;7,2194;5,6657;12,5307;12,4115;13,4900;2,6126;13,0159;4,6757;12,8243;14,0518;3,7083;11,9114;27,9194;5,1083;13,3516;8,3255;FALSO;FALSO;18,6058;17,4650;8,7900;11,7963;3,7411;21,2479;21,8353;11,1431;FALSO;1,3423;1,4964;7,2962;28,3324;2,0800;9,0808;FALSO
2014-07-14;7,9064;14,2474;25,6474;20,0851;15,0646;13,0903;54,2900;FALSO;12,6212;13,5196;18,2347;26,1945;33,4840;8,5312;12,1323;7,1909;16,5900;8,2393;71,8689;11,2913;3,1221;3,1221;7,1044;5,6305;12,7586;12,5767;13,2400;2,6313;13,0172;4,7857;13,0953;14,3824;3,6796;12,0101;27,5509;5,0376;13,7534;8,4352;FALSO;FALSO;18,8139;17,7669;8,9838;11,9147;3,8811;21,0086;21,7480;11,0794;FALSO;1,4075;1,5016;7,4535;28,9693;1,8800;9,2358;FALSO
2014-07-15;7,9337;14,0845;24,5023;20,2192;15,0138;13,2083;54,4900;FALSO;12,7675;13,6644;17,9875;26,2310;32,3982;8,8626;11,9341;6,9032;16,5610;8,3518;69,5873;11,7312;3,1755;3,1755;7,0085;5,8030;12,9226;12,7144;13,7000;2,6126;12,9848;4,8276;13,1610;14,5562;3,7369;12,0925;28,2793;5,0094;13,8442;8,3171;FALSO;FALSO;18,6474;17,5499;8,9192;11,9147;3,8175;20,6185;21,4859;10,9963;FALSO;1,4075;1,4912;7,7190;28,9497;1,9600;8,9719;FALSO
2014-07-16;7,6944;13,6865;24,9233;20,3681;14,7178;12,7745;54,2700;FALSO;12,6699;13,8025;17,8286;26,1217;32,9201;8,8164;11,8307;6,8786;16,4159;8,0742;69,0169;11,2424;3,1099;3,1099;7,0277;5,8417;12,8224;12,5767;13,2000;2,5114;12,8304;4,7124;12,9762;14,1790;3,7465;12,0003;28,4078;4,9528;13,8442;8,0303;FALSO;FALSO;19,1747;17,4083;8,9312;11,8989;3,6966;20,4235;21,3112;10,8024;FALSO;1,3491;1,5016;7,7387;29,2976;1,9600;8,9554;FALSO
2014-07-17;7,6260;13,7499;24,7128;20,4798;14,8277;12,7174;54,1600;FALSO;12,6769;13,4751;17,6257;26,3038;33,3494;8,2307;11,8049;6,9690;16,5658;8,2017;68,4465;11,2424;3,1014;3,1014;7,0277;5,8628;12,4214;12,4482;12,6000;2,5545;12,8304;4,7281;12,9475;14,2001;3,7847;11,8900;28,2735;4,9670;13,9349;8,0050;FALSO;FALSO;18,7307;17,0592;8,7828;11,9542;3,7220;20,3703;20,6911;10,8024;FALSO;1,3388;1,4964;7,5027;29,6851;1,9600;8,9620;FALSO
2014-07-18;7,6944;13,5779;24,7549;21,0235;15,4367;13,3263;55,5200;FALSO;13,2068;13,6800;17,9787;27,3312;32,5834;8,9089;11,9341;6,9936;16,8705;8,2768;69,0169;11,2424;3,1573;3,1573;6,9894;5,8065;12,1844;12,3472;12,9700;2,5376;12,8179;4,9323;13,4608;14,8953;3,8229;11,9542;28,1364;5,3909;14,2849;8,1399;FALSO;FALSO;18,7793;17,5216;8,8880;11,8831;3,8111;20,1930;21,2851;10,8606;FALSO;1,3697;1,4845;7,3749;29,3173;1,9600;8,8400;FALSO
2014-07-21;7,6260;13,9761;25,2601;21,5075;15,4367;13,4823;56,0800;FALSO;13,6112;13,8492;18,3318;27,6518;33,6187;9,0322;11,9255;7,0347;16,9286;8,3968;64,4538;11,1446;3,1707;3,1707;6,8744;5,8100;12,1115;12,3013;13,3300;2,5357;12,6385;4,9532;13,6004;15,0225;3,8229;12,0891;29,4505;5,3202;14,5183;8,1990;FALSO;FALSO;18,7168;17,9273;8,8904;11,8200;3,8684;20,2108;21,0492;10,9963;FALSO;1,3045;1,5097;7,2470;29,6851;1,9600;9,1005;FALSO
2014-07-22;7,6602;13,6685;25,6811;21,6565;15,4283;13,3871;56,4500;FALSO;13,8902;13,9873;18,5347;28,1181;33,6356;8,9089;11,9255;7,1334;17,1172;8,6520;63,8834;11,0469;3,1889;3,1889;6,8999;5,8241;12,0022;12,2095;13,6300;2,5882;12,4567;4,9899;13,6579;14,9928;4,0236;12,0529;29,3733;5,5463;15,0886;8,1990;FALSO;FALSO;18,9388;18,3708;8,9383;11,8910;3,8366;20,0335;21,7916;10,9686;FALSO;1,3045;1,5071;7,1585;29,6062;1,9600;9,1896;FALSO
2014-07-23;7,6191;13,3519;26,0768;21,8278;15,3818;13,3948;55,9300;FALSO;13,5555;13,8203;18,2700;27,6737;32,7012;8,7085;11,7790;7,1087;17,0495;8,5469;63,3130;11,0469;3,1464;3,1464;6,7785;5,8734;12,0933;12,1820;14,2000;2,5770;12,8304;4,9742;13,6538;14,9970;3,9663;11,8045;28,6592;5,5181;14,9097;8,3677;FALSO;FALSO;18,7931;18,3802;8,9981;11,9858;3,7220;19,6966;22,0099;10,9132;FALSO;1,2839;1,5102;7,1290;29,8163;2,0000;9,4554;FALSO
2014-07-24;7,6602;13,3880;26,6073;22,0512;15,3733;13,5470;56,3900;FALSO;13,8693;14,1121;18,5700;27,7757;32,1204;8,7856;11,7101;7,1416;17,2285;8,6295;62,7427;11,1935;3,1500;3,1500;6,7402;5,8241;12,4578;12,4849;14,4000;2,5601;12,4567;5,0318;13,8632;15,2174;3,9185;11,6811;28,5220;5,5110;14,7283;8,3171;FALSO;FALSO;18,5226;18,3236;8,9814;12,1595;3,5948;19,8916;22,1934;10,8439;FALSO;1,2702;1,5310;7,0209;30,2037;2,0400;9,4654;FALSO
2014-07-25;7,6260;13,3880;26,3210;21,8129;15,3395;13,4329;56,3400;FALSO;13,8065;13,7846;18,2434;27,4915;31,9016;8,7085;11,6239;7,0347;17,1946;8,4794;62,1723;11,0273;3,1524;3,1524;6,7274;5,9085;12,4761;12,7511;14,1300;2,5339;12,4990;5,0213;13,8345;15,1539;3,8229;11,7717;28,5649;5,5605;14,4145;8,2749;FALSO;FALSO;18,7654;18,3519;8,9623;12,1753;3,6584;19,4839;21,7217;11,0240;FALSO;1,2839;1,5351;7,0307;29,9542;2,0000;9,3717;FALSO
2014-07-28;7,4208;13,5509;26,6241;21,6788;15,3310;13,2958;56,1600;FALSO;13,6461;14,0096;18,4994;27,9797;32,0699;8,8626;11,5722;7,0019;17,0011;8,4419;63,3130;11,0469;3,1585;3,1585;6,6060;5,8417;12,4943;12,6226;14,8900;2,5001;12,4567;5,0004;13,8304;15,0521;3,6796;12,0283;28,5507;5,5110;14,3886;8,1737;FALSO;FALSO;18,9527;18,1443;8,8737;12,0174;3,6584;19,2800;21,7741;10,9132;FALSO;1,2702;1,5408;7,1389;30,0921;1,9600;9,5223;FALSO
2014-07-29;7,3045;13,5237;24,7938;21,3437;15,1618;13,3529;55,6600;FALSO;13,2836;13,9873;18,0228;27,1928;31,4218;8,6314;11,0122;7,0265;17,0979;8,0141;62,7427;11,0469;3,1342;3,1342;6,5805;5,7924;12,5034;12,5216;14,3400;2,4889;12,3134;5,0056;13,7975;15,1200;3,6222;11,7140;27,9936;5,3414;14,2461;7,8616;FALSO;FALSO;19,0429;18,2104;8,8641;12,0805;3,6266;18,6506;21,7130;10,7332;FALSO;1,3903;1,5117;7,2569;29,5997;1,9200;9,3985;FALSO
2014-07-30;7,3524;13,4876;25,3601;21,2022;14,9208;13,2844;55,3900;FALSO;13,3393;13,8314;17,9787;26,5516;31,6490;8,6391;11,0897;6,8786;16,7545;8,0817;63,3130;11,0469;3,0966;3,0966;6,5805;5,7678;12,1844;12,1269;13,8200;2,5320;12,3321;5,0056;13,9001;15,1921;3,5649;11,6170;27,4223;5,2284;14,2616;7,9072;FALSO;FALSO;18,7584;18,0971;8,7349;12,3490;3,6584;18,2695;21,4859;10,3869;FALSO;1,3388;1,5128;7,0995;30,3351;1,9200;9,1976;FALSO
2014-07-31;7,2635;13,4152;24,1936;20,6436;14,9631;13,1702;54,3300;FALSO;12,8791;13,4572;17,4756;25,6481;31,2702;8,8241;10,8312;6,9714;16,4401;7,9541;61,6019;11,0469;3,0735;3,0735;6,5294;5,2505;12,1662;11,9341;13,7300;2,4645;12,4417;4,9689;13,6332;14,8699;3,5458;11,2698;26,5797;5,1436;13,9738;7,9157;FALSO;FALSO;18,2104;17,8990;8,6439;12,0332;3,6902;17,8085;21,2239;10,4202;FALSO;1,3182;1,4946;7,2274;29,7835;1,8800;9,1039;FALSO
2014-08-01;7,1951;13,4423;24,5655;20,2936;14,9377;13,3186;54,4100;FALSO;13,1092;13,7646;17,8286;26,6463;31,2281;9,0707;10,8657;7,0964;16,3530;7,9541;62,1723;10,9491;3,0832;3,0832;6,4144;5,2751;11,9657;11,8882;13,7500;2,5409;12,3321;4,9166;13,5951;14,8602;3,6318;11,4031;26,8396;5,1577;13,9634;7,9752;FALSO;FALSO;18,4046;18,0216;8,7373;12,0332;3,5630;17,9149;21,8789;10,6650;FALSO;1,2873;1,4816;7,1979;30,0637;1,8800;9,1274;FALSO
2014-08-04;7,1746;14,6635;24,9967;20,5468;15,2621;13,5243;55,0500;FALSO;13,5206;13,8804;18,0493;27,2219;32,2972;9,1555;10,9691;7,1463;16,4933;7,9916;66,7354;10,9491;3,1281;3,1281;6,6635;5,2786;12,1206;11,9984;14,1000;2,5888;12,6336;4,9742;13,7266;15,0469;3,7465;11,7881;26,9567;5,2213;14,2590;8,1792;FALSO;FALSO;18,8556;18,7765;8,7229;12,2227;3,6775;17,7376;21,9576;10,4653;FALSO;1,2873;1,4868;7,2175;30,5460;2,0000;9,1006;FALSO
2014-08-05;6,9762;14,5188;24,6754;20,7405;15,0758;13,3719;54,6400;FALSO;13,3673;13,7869;17,5638;26,5953;30,9168;9,0168;11,0725;7,1880;16,2176;7,9992;68,4465;11,0273;3,0856;3,0856;6,7502;5,2047;12,0295;11,9525;13,5400;2,5888;12,4256;5,0370;13,8622;15,2505;3,7560;11,5412;26,8510;5,3768;14,0827;7,9922;FALSO;FALSO;18,7446;19,3049;8,7589;11,8042;3,6521;17,4805;22,0449;10,4084;FALSO;1,3045;1,5117;7,0995;28,5439;1,9200;9,2378;FALSO
2014-08-06;6,9010;14,6364;24,4303;20,9937;15,1097;13,3795;54,9800;FALSO;13,5764;13,8648;17,4227;27,0470;31,0177;8,9089;11,0208;7,0131;16,4304;8,1042;67,8762;11,0273;3,0966;3,0966;6,7437;5,0429;12,1480;11,9708;13,8600;2,6367;12,8304;5,0370;13,9526;15,1868;3,7274;11,6647;26,8510;5,2284;14,0672;7,9752;FALSO;FALSO;18,4393;18,8331;8,6942;11,8989;3,6521;17,1082;22,0973;10,3798;FALSO;1,3045;1,5024;7,1094;28,5704;1,9200;9,2713;FALSO
2014-08-07;6,8052;15,2876;24,0499;20,8224;14,9234;13,2385;54,8300;FALSO;13,6392;13,6978;17,4933;27,2875;31,1188;8,7778;10,8571;6,9381;16,5175;8,0066;71,2985;11,0273;3,0710;3,0710;6,6528;5,0921;12,0568;11,9341;13,6000;2,5658;12,8304;4,9742;13,7841;15,0511;3,7465;11,5824;26,7082;5,2284;13,9997;7,9242;FALSO;FALSO;18,4879;19,0124;8,6750;11,7410;3,4421;17,4096;22,0536;10,3941;FALSO;1,3045;1,4852;7,1094;27,9427;1,9200;9,1441;FALSO
2014-08-08;6,6684;16,1923;24,6247;20,2192;14,8091;12,9528;54,0900;FALSO;13,4928;13,2813;17,7139;27,2292;31,2702;8,6931;10,8571;6,9548;16,4449;8,1868;69,0169;11,0273;3,0820;3,0820;6,5879;5,0323;12,1662;11,9249;13,4500;2,5888;12,8304;4,9428;13,6814;14,8475;3,7847;11,4754;26,5654;5,2355;13,9997;7,8306;FALSO;FALSO;18,3491;18,9746;8,7756;11,9858;3,3658;17,3298;21,3112;10,5509;FALSO;1,3354;1,4925;7,2175;27,7511;1,9200;9,0103;FALSO
2014-08-11;7,0583;15,9571;24,1175;20,6436;15,3298;13,3147;55,0900;FALSO;13,5555;13,5619;17,9257;27,2511;32,0615;8,7316;10,8571;7,1713;16,9721;8,5244;66,7354;11,0273;3,1099;3,1099;6,6204;5,0323;11,9931;11,8056;13,3700;2,5984;12,8441;5,0370;13,8458;15,1190;3,7369;11,6631;26,8510;5,3980;14,1812;7,8391;FALSO;FALSO;18,5365;19,5124;8,8067;11,9068;3,3976;17,7287;21,1366;10,5509;FALSO;1,3388;1,4946;7,5322;28,4316;1,9600;9,0638;FALSO
2014-08-12;7,1746;15,7491;24,0752;20,5394;15,3256;13,3147;54,9400;FALSO;13,3952;13,6042;17,7669;26,8795;32,0783;8,4388;10,8484;7,1963;16,8464;8,1868;70,7281;11,0273;3,0358;3,0358;6,7502;5,1660;11,9015;11,7687;13,1500;2,6367;12,8304;5,0370;13,8704;15,0766;3,7274;11,5396;27,1652;5,2143;14,1683;7,8391;FALSO;FALSO;18,5850;20,1163;8,8665;11,9068;3,3721;17,5603;21,0492;10,8760;FALSO;1,3388;1,5726;7,5224;28,4779;1,9600;8,8663;FALSO
2014-08-13;7,2566;15,5862;24,7684;20,5915;15,2663;13,1890;54,1100;FALSO;13,0674;13,6310;17,4403;26,3038;32,6676;8,2538;10,7106;7,2463;16,5175;8,0667;70,1577;11,0273;3,0601;3,0601;6,7826;5,2399;11,5811;11,6671;13,0600;2,6080;12,8279;4,9218;13,5581;14,8178;3,6987;11,5165;27,2795;5,2708;14,0672;7,8986;FALSO;FALSO;18,5919;20,6164;8,9503;11,8989;3,4357;17,2057;21,0841;11,0842;FALSO;1,3388;1,6546;7,3650;28,2136;1,9600;8,7860;FALSO
2014-08-14;7,3387;15,6043;25,1150;21,3437;15,5627;13,5814;54,2700;FALSO;13,1789;13,8760;17,6962;26,2310;31,8763;8,1382;10,8140;7,3296;16,6480;8,0517;69,0169;11,0273;3,0431;3,0431;6,6204;5,2610;11,4804;11,4456;13,2400;2,6751;12,8541;5,0278;13,9226;15,2022;3,5840;11,4524;27,2481;5,1577;14,0594;7,9497;FALSO;FALSO;18,7307;20,1729;8,9623;11,9700;3,4357;17,3121;20,9619;11,1212;FALSO;1,3388;1,6743;7,2077;27,7841;1,9600;8,7190;FALSO
2014-08-15;7,3114;15,8486;25,2418;21,7458;15,6473;13,7719;55,4000;FALSO;13,5625;14,4551;18,1905;26,4496;31,8174;8,0534;11,2620;7,5128;17,2817;8,3593;69,0169;11,0273;3,0735;3,0735;6,6658;5,3490;11,4438;11,5379;13,6700;2,7211;13,0109;5,1391;14,1234;15,4266;3,6031;11,4787;27,0738;5,5251;14,2772;8,0602;FALSO;FALSO;19,5285;20,1069;8,9575;12,0411;3,4866;17,7199;22,5375;11,3779;FALSO;1,3388;1,7192;7,2765;28,0815;1,9600;8,8730;FALSO
